,PROCESSED_DT_MONTH_YEAR,Total_Charges PAID,Total_Charges UNPAID,Total_Records PAID,Total_Records UNPAID,Total_Revenue_Estimate_Lower PAID,Total_Revenue_Estimate_Lower UNPAID,Total_Revenue_Estimate_Upper PAID,Total_Revenue_Estimate_Upper UNPAID,Total_Savings PAID,Total_Savings UNPAID,PAID_RATE,UNPAID_RATE,All Claims Total,Remaining to be Paid Rate,Remaining to be Paid (Lower Estimate),Remaining to be Paid (Upper Estimate),PCODE, pcode
11,2024-12,42822828.22,11114536.49,8663,1501,587476.5819,147276.904125,587494.5688483655,147281.4133465614,6025400.84,1510532.35,0.8523219205037387,0.14767807949626133,10164,-0.0013575697439467405,-199.9386690222449,-199.9447906050054,HCSC-P,HCSC-P
0,2024-01,6941.77,27011.34,10.0,9.0,186.1189,1805.6071,186.1189,1805.6071,1691.99,16414.61,0.5263157894736842,0.47368421052631576,19.0,0.0,0.0,0.0,HHCG-P,HHCG-P
1,2024-02,11731.65,214.0,5.0,2.0,578.6253,7.7989999999999995,578.6253,7.7989999999999995,5260.2300000000005,70.9,0.7142857142857143,0.2857142857142857,7.0,0.0,0.0,0.0,HHCG-P,HHCG-P
2,2024-03,1576.0,1372.0,2.0,1.0,99.1023,52.821999999999996,99.1023,52.821999999999996,900.93,480.2,0.6666666666666666,0.3333333333333333,3.0,0.0,0.0,0.0,HHCG-P,HHCG-P
3,2024-04,13138.79,940.0,18.0,2.0,455.8664,47.0118,455.8664,47.0118,4144.24,427.38,0.9,0.1,20.0,0.0,0.0,0.0,HHCG-P,HHCG-P
4,2024-05,17302.0,3565.01,5.0,7.0,396.055,94.0126,396.055,94.0126,3600.5,854.6600000000001,0.4166666666666667,0.5833333333333334,12.0,0.0,0.0,0.0,HHCG-P,HHCG-P
5,2024-06,4723.59,3158.2,10.0,5.0,262.7152,124.76310000000001,262.7152,124.76310000000001,2388.3199999999997,1134.21,0.6666666666666666,0.3333333333333333,15.0,0.0,0.0,0.0,HHCG-P,HHCG-P
6,2024-07,1025.1599999999999,124878.45,6.0,3.0,45.7457,4116.5927,45.7457,4116.5927,415.87,37423.57,0.6666666666666666,0.3333333333333333,9.0,0.0,0.0,0.0,HHCG-P,HHCG-P
7,2024-08,28096.03,504.3,6.0,1.0,2315.3449,0.0011,2315.3449,0.0011,21048.59,0.01,0.8571428571428571,0.14285714285714285,7.0,0.0,0.0,0.0,HHCG-P,HHCG-P
8,2024-09,13095.42,,14.0,,679.5272,,679.5272,,6177.5199999999995,,,,,0.0,,,HHCG-P,HHCG-P
9,2024-10,13582.74,,13.0,,648.4555,,648.4555,,5895.05,,,,,,,,HHCG-P,HHCG-P
10,2024-11,3156.03,7294.360000000001,9.0,10.0,96.0333,263.0276,96.0333,263.0276,873.03,2391.16,0.47368421052631576,0.5263157894736842,19.0,0.20311716791979945,53.425421196741844,53.425421196741844,HHCG-P,HHCG-P
11,2024-12,1389.0,2875.0,8.0,8.0,44.5654,66.0429,44.5654,66.0429,405.14,600.39,0.5,0.5,16.0,0.1768013784461152,11.676475756578943,11.676475756578943,HHCG-P,HHCG-P
0,2024-01,218491.57,68843.64,117,41,4704.20951,2334.80016,9392.245440657005,4661.573025391304,61093.630000000005,30322.079999999998,0.740506329113924,0.25949367088607594,158,0.0,0.0,0.0,HLNK-P,HLNK-P
1,2024-02,197397.91,107990.51,138,45,4810.0514,3369.9458099999997,9603.565324830919,6728.305383072464,62468.200000000004,43765.530000000006,0.7540983606557377,0.2459016393442623,183,0.0,0.0,0.0,HLNK-P,HLNK-P
2,2024-03,140254.09,39916.869999999995,137,21,2561.5420599999998,1407.5292000000002,5114.277262299517,2810.21916289855,33266.78,18279.600000000002,0.8670886075949367,0.13291139240506328,158,0.0,0.0,0.0,HLNK-P,HLNK-P
3,2024-04,221997.89,64106.8,105,48,2601.9893899999997,1419.64284,5195.032860019324,2834.404794898551,33792.07,18436.920000000002,0.6862745098039216,0.3137254901960784,153,0.0,0.0,0.0,HLNK-P,HLNK-P
4,2024-05,302248.18,190153.57,206,31,6416.318370000001,2007.3407200000001,12810.576745855073,4007.7799862415463,83328.81,26069.36,0.869198312236287,0.1308016877637131,237,0.0,0.0,0.0,HLNK-P,HLNK-P
5,2024-06,117244.34,111657.38,108,32,5056.05793,2053.08719,10094.732587864735,4099.11564494686,65663.09,26663.47,0.7714285714285715,0.22857142857142856,140,0.0,0.0,0.0,HLNK-P,HLNK-P
6,2024-07,268538.89,41315.89,179,26,7839.84124,1037.3132,15652.72826079227,2071.060005410628,101816.12,13471.6,0.8731707317073171,0.12682926829268293,205,0.0,0.0,0.0,HLNK-P,HLNK-P
7,2024-08,159110.89,148555.47,195,31,3306.26527,4152.10488,6601.16324363285,8289.934375884059,42938.509999999995,53923.44,0.8628318584070797,0.13716814159292035,226,0.0,0.0,0.0,HLNK-P,HLNK-P
8,2024-09,234349.04,90844.5,223,45,4535.666520000001,1931.8784099999998,9055.738929623189,3857.1148137971013,58904.76,25089.33,0.832089552238806,0.16791044776119404,268,0.0,0.0,0.0,HLNK-P,HLNK-P
9,2024-10,176112.96000000002,101099.15,137,94,3742.03907,1886.46073,7471.212606338165,3766.4356046763287,48597.91,24499.49,0.5930735930735931,0.4069264069264069,231,0.2132249439471382,402.24048341272743,803.0980206876158,HLNK-P,HLNK-P
10,2024-11,123871.67,85951.4,124,59,2327.25724,1962.43201,4646.513118763285,3918.1169672270535,30224.12,25486.129999999997,0.6775956284153005,0.3224043715846995,183,0.12870290860543077,252.5707076274018,504.273049938411,HLNK-P,HLNK-P
11,2024-12,11862.54,240746.06,15,139,228.70386000000002,5469.28767,456.62141147826094,10919.771339478262,2970.1800000000003,71029.71,0.09740259740259741,0.9025974025974026,154,0.7088959396181339,3877.155821866524,7740.9815641146115,HLNK-P,HLNK-P
0,2024-01,77298.0,307036.72000000003,166,21,1435.3264000000001,2608.4775999999997,1435.3264000000001,2608.4775999999997,17941.58,32605.969999999998,0.8877005347593583,0.11229946524064172,187,0.0,0.0,0.0,HMAI-P,HMAI-P
1,2024-02,149335.69,415088.87,104,27,1656.624,5950.3192,1656.624,5950.3192,20707.8,74378.98999999999,0.7938931297709924,0.20610687022900764,131,0.0,0.0,0.0,HMAI-P,HMAI-P
2,2024-03,27218.13,180085.85,36,33,1023.6016,3438.032,1023.6016,3438.032,12795.02,42975.4,0.5217391304347826,0.4782608695652174,69,0.0,0.0,0.0,HMAI-P,HMAI-P
3,2024-04,44244.31,2217105.74,15,14,886.7904,33555.285599999996,886.7904,33555.285599999996,11084.88,419441.07,0.5172413793103449,0.4827586206896552,29,0.0,0.0,0.0,HMAI-P,HMAI-P
4,2024-05,331879.33,167368.22,47,35,3039.2048,2061.6816,3039.2048,2061.6816,37990.060000000005,25771.019999999997,0.573170731707317,0.4268292682926829,82,0.0,0.0,0.0,HMAI-P,HMAI-P
5,2024-06,12016.91,1901755.25,25,55,236.5248,16779.0008,236.5248,16779.0008,2956.56,209737.50999999998,0.3125,0.6875,80,0.0,0.0,0.0,HMAI-P,HMAI-P
6,2024-07,100822.55,79889.93,22,14,940.9912,947.9512,940.9912,947.9512,11762.390000000001,11849.39,0.6111111111111112,0.3888888888888889,36,0.0,0.0,0.0,HMAI-P,HMAI-P
7,2024-08,27720.55,1112391.43,32,62,635.5552,16724.0616,635.5552,16724.0616,7944.44,209050.77000000002,0.3404255319148936,0.6595744680851063,94,0.0,0.0,0.0,HMAI-P,HMAI-P
8,2024-09,24132.86,947622.73,42,25,529.2888,17070.8664,529.2888,17070.8664,6616.11,213385.83000000002,0.6268656716417911,0.373134328358209,67,0.0,0.0,0.0,HMAI-P,HMAI-P
9,2024-10,166486.94,806450.59,53,26,1924.32,14374.4944,1924.32,14374.4944,24054.0,179681.18000000002,0.6708860759493671,0.3291139240506329,79,-0.09481416254374586,-1362.9056485257645,-1362.9056485257645,HMAI-P,HMAI-P
10,2024-11,103027.86,398359.49,23,11,861.9055999999999,6378.982400000001,861.9055999999999,6378.982400000001,10773.82,79737.28,0.6764705882352942,0.3235294117647059,34,-0.10039867482967291,-640.4413797218066,-640.4413797218066,HMAI-P,HMAI-P
11,2024-12,347235.20999999996,1251588.74,28,16,6455.857600000001,22363.1936,6455.857600000001,22363.1936,80698.22000000002,279539.92,0.6363636363636364,0.36363636363636365,44,-0.060291722958015104,-1348.3154729876564,-1348.3154729876564,HMAI-P,HMAI-P
0,2024-01,19559.66,13917.47,98,75,1093.9886999999999,782.0988,1093.9886999999999,782.0988,5209.47,3724.28,0.5664739884393064,0.43352601156069365,173,0.0,0.0,0.0,HNP-P,HNP-P
1,2024-02,10320.0,10001.0,48,60,594.3462,496.2867,594.3462,496.2867,2830.22,2363.27,0.4444444444444444,0.5555555555555556,108,0.0,0.0,0.0,HNP-P,HNP-P
2,2024-03,8247.34,8418.36,45,44,502.27169999999995,585.4232999999999,502.27169999999995,585.4232999999999,2391.77,2787.73,0.5056179775280899,0.4943820224719101,89,0.0,0.0,0.0,HNP-P,HNP-P
3,2024-04,12147.34,12835.69,57,49,676.5864,1268.3118,676.5864,1268.3118,3221.84,6039.58,0.5377358490566038,0.46226415094339623,106,0.0,0.0,0.0,HNP-P,HNP-P
4,2024-05,15596.97,15980.78,78,89,895.3098,1205.3474999999999,895.3098,1205.3474999999999,4263.38,5739.75,0.46706586826347307,0.5329341317365269,167,0.0,0.0,0.0,HNP-P,HNP-P
5,2024-06,13040.38,8891.9,69,52,677.6406,596.3684999999999,677.6406,596.3684999999999,3226.86,2839.85,0.5702479338842975,0.4297520661157025,121,0.0,0.0,0.0,HNP-P,HNP-P
6,2024-07,11530.33,9329.0,62,53,621.7448999999999,556.4789999999999,621.7448999999999,556.4789999999999,2960.69,2649.9,0.5391304347826087,0.4608695652173913,115,0.0,0.0,0.0,HNP-P,HNP-P
7,2024-08,8116.0,8875.0,45,48,378.19739999999996,648.3687,378.19739999999996,648.3687,1800.94,3087.47,0.4838709677419355,0.5161290322580645,93,0.0,0.0,0.0,HNP-P,HNP-P
8,2024-09,14147.789999999999,12296.9,64,67,737.5851,716.3331,737.5851,716.3331,3512.31,3411.11,0.48854961832061067,0.5114503816793893,131,0.0,0.0,0.0,HNP-P,HNP-P
9,2024-10,12184.65,11285.12,61,63,670.9836,775.5740999999999,670.9836,775.5740999999999,3195.16,3693.21,0.49193548387096775,0.5080645161290323,124,0.019524191958073422,15.142457606110032,15.142457606110032,HNP-P,HNP-P
10,2024-11,7012.55,10075.83,39,50,354.04949999999997,627.6711,354.04949999999997,627.6711,1685.95,2988.91,0.43820224719101125,0.5617977528089888,89,0.07325742863802992,45.981570816403746,45.981570816403746,HNP-P,HNP-P
11,2024-12,10755.04,7493.0,58,45,650.2565999999999,515.5899,650.2565999999999,515.5899,3096.46,2455.19,0.5631067961165048,0.4368932038834951,103,-0.051647120287463655,-26.628733584301354,-26.628733584301354,HNP-P,HNP-P
0,2024-01,3706.0,10580.029999999999,9.0,14.0,135.38840000000002,265.3833,135.38840000000002,265.3833,1934.12,3791.19,0.391304347826087,0.6086956521739131,23.0,0.0,0.0,0.0,HRR-P,HRR-P
1,2024-02,2890.12,34558.81,6.0,21.0,33.301100000000005,874.4883000000001,33.301100000000005,874.4883000000001,475.73,12492.69,0.2222222222222222,0.7777777777777778,27.0,0.0,0.0,0.0,HRR-P,HRR-P
2,2024-03,3028.45,18653.92,7.0,21.0,50.11370000000001,570.4454000000001,50.11370000000001,570.4454000000001,715.91,8149.22,0.25,0.75,28.0,0.0,0.0,0.0,HRR-P,HRR-P
3,2024-04,5435.26,33960.03,12.0,54.0,123.66060000000002,1075.1391,123.66060000000002,1075.1391,1766.58,15359.13,0.18181818181818182,0.8181818181818182,66.0,0.0,0.0,0.0,HRR-P,HRR-P
4,2024-05,26512.0,110338.31,12.0,25.0,752.4398000000001,1153.4180000000001,752.4398000000001,1153.4180000000001,10749.14,16477.4,0.32432432432432434,0.6756756756756757,37.0,0.0,0.0,0.0,HRR-P,HRR-P
5,2024-06,4679.13,30392.8,7.0,38.0,156.88330000000002,688.6502,156.88330000000002,688.6502,2241.19,9837.86,0.15555555555555556,0.8444444444444444,45.0,0.0,0.0,0.0,HRR-P,HRR-P
6,2024-07,24997.14,15340.5,11.0,19.0,601.8194000000001,341.79110000000003,601.8194000000001,341.79110000000003,8597.42,4882.7300000000005,0.36666666666666664,0.6333333333333333,30.0,0.0,0.0,0.0,HRR-P,HRR-P
7,2024-08,2741.12,35000.03,5.0,34.0,74.19160000000001,716.1035,74.19160000000001,716.1035,1059.88,10230.05,0.1282051282051282,0.8717948717948718,39.0,0.0,0.0,0.0,HRR-P,HRR-P
8,2024-09,14601.2,108326.87999999999,16.0,33.0,572.0155,1512.3528000000001,572.0155,1512.3528000000001,8171.65,21605.04,0.32653061224489793,0.673469387755102,49.0,0.0,0.0,0.0,HRR-P,HRR-P
9,2024-10,826.0,26315.19,3.0,44.0,32.0439,608.8019,32.0439,608.8019,457.77000000000004,8697.17,0.06382978723404255,0.9361702127659575,47.0,0.196906550417409,119.8770820165644,119.8770820165644,HRR-P,HRR-P
10,2024-11,340.0,27581.829999999998,2.0,34.0,9.2582,976.6960000000001,9.2582,976.6960000000001,132.26,13952.8,0.05555555555555555,0.9444444444444444,36.0,0.205180782095896,200.39924914993327,200.39924914993327,HRR-P,HRR-P
11,2024-12,,49497.93,,77.0,,1915.9518,,1915.9518,,27370.74,,,,,,,HRR-P,HRR-P
0,2024-01,213253953.70000002,8938025.51,128863,9435,2394914.27742,99131.61222000001,9542556.83050678,394990.77366902103,133050793.19,5507311.79,0.9317777552820721,0.06822224471792795,138298,0.0,0.0,0.0,HSP-P,HSP-P
1,2024-02,203647662.7,11319703.17,140511,11890,2276316.7887600004,130159.54890000001,9070004.102351256,518621.85804387974,126462043.82,7231086.05,0.9219821392248082,0.07801786077519177,152401,0.0,0.0,0.0,HSP-P,HSP-P
2,2024-03,179869554.17000002,7490729.23,128777,5634,2030886.1135800001,86850.3456,8092083.436072614,346055.95968552947,112827006.30999999,4825019.2,0.958083787785226,0.04191621221477409,134411,0.0,0.0,0.0,HSP-P,HSP-P
3,2024-04,158555661.9,5675993.609999999,130710,6471,1798153.5589200002,65787.97698,7164758.541778455,262132.76818075686,99897419.94,3654887.61,0.9528287445054344,0.04717125549456557,137181,0.0,0.0,0.0,HSP-P,HSP-P
4,2024-05,164454912.76000002,6147270.01,129633,5821,1889741.4591600003,72157.42944,7529691.329255303,287511.9070717903,104985636.62,4008746.08,0.9570260014469857,0.04297399855301431,135454,0.0,0.0,0.0,HSP-P,HSP-P
5,2024-06,148287989.74,8631942.65,117721,8075,1704936.2320800002,90880.54596,6793333.289799539,362114.32817755727,94718679.56000002,5048919.220000001,0.9358087697542052,0.06419123024579478,125796,0.0,0.0,0.0,HSP-P,HSP-P
6,2024-07,153830374.11,6178546.51,121531,4191,1753441.2403200003,69716.17404000001,6986601.918267123,277784.703634105,97413402.24000001,3873120.7800000003,0.9666645455847027,0.03333545441529724,125722,0.0,0.0,0.0,HSP-P,HSP-P
7,2024-08,170169385.25,10992537.29,134260,5255,1898051.7033000002,105339.18006000001,7562803.569525868,419724.8818794578,105447316.85,5852176.669999999,0.9623337992330574,0.037666200766942624,139515,0.0,0.0,0.0,HSP-P,HSP-P
8,2024-09,156337452.85999998,6809534.96,119035,5433,1768371.94836,74846.30076000001,7046093.454701109,298225.73830280267,98242886.02,4158127.8200000003,0.9563502265642575,0.04364977343574252,124468,0.0,0.0,0.0,HSP-P,HSP-P
9,2024-10,165532030.18,6625170.1899999995,126843,3748,1869745.2057,76647.28986000002,7450016.082905848,305401.7950827504,103874733.64999999,4258182.77,0.9712997067179209,0.028700293282079164,130591,-0.02209351012005989,-1693.4076741970741,-6747.397650345202,HSP-P,HSP-P
10,2024-11,145876185.84,5967701.41,117259,3289,1707243.9064200001,65803.11606000001,6802528.238338355,262193.0899770832,94846883.69,3655728.67,0.972716262401699,0.02728373759830109,120548,-0.023510065803837965,-1547.035588668187,-6164.176798672835,HSP-P,HSP-P
11,2024-12,134854237.03,6840374.63,105939,3060,1605452.9522400002,77034.44034000002,6396941.293430842,306944.39954763243,89191830.67999999,4279691.13,0.9719263479481464,0.028073652051853686,108999,-0.022720151350285378,-1750.2341437093298,-6973.823213844676,HSP-P,HSP-P
0,2024-01,6004279.29,8985.0,1372.0,2.0,77555.8018,126.55680000000001,174777.6110192777,285.2049060015588,3877790.0900000003,6327.84,0.9985443959243085,0.001455604075691412,1374.0,0.0,0.0,0.0,IBX-P,IBX-P
1,2024-02,6205229.56,29260.0,1773.0,15.0,85050.9256,418.1426,191668.41482317483,942.3146044167314,4252546.28,20907.13,0.9916107382550335,0.008389261744966443,1788.0,0.0,0.0,0.0,IBX-P,IBX-P
2,2024-03,5664441.76,30214.84,1867.0,2.0,78390.0532,282.1652,176657.6569126526,635.8796946739412,3919502.6599999997,14108.259999999998,0.9989299090422686,0.001070090957731407,1869.0,0.0,0.0,0.0,IBX-P,IBX-P
3,2024-04,7453913.720000001,1300.0,1898.0,1.0,105011.6348,11.5,236651.31729155622,25.916082099246555,5250581.74,575.0,0.9994734070563455,0.000526592943654555,1899.0,0.0,0.0,0.0,IBX-P,IBX-P
4,2024-05,9369197.790000001,69762.0,2093.0,20.0,138204.6412,1016.4998,311454.1589422706,2290.755849623278,6910232.06,50824.99,0.9905347846663511,0.00946521533364884,2113.0,0.0,0.0,0.0,IBX-P,IBX-P
5,2024-06,7536383.64,6050.0,1933.0,3.0,111304.7472,59.9376,250833.30143226808,135.07371847233046,5565237.359999999,2996.88,0.9984504132231405,0.0015495867768595042,1936.0,0.0,0.0,0.0,IBX-P,IBX-P
6,2024-07,7302380.71,1400.0,2034.0,1.0,105199.3224,15.680200000000001,237074.2848785658,35.33646526370485,5259966.12,784.01,0.9995085995085995,0.0004914004914004914,2035.0,0.0,0.0,0.0,IBX-P,IBX-P
7,2024-08,8371705.09,5898.13,2435.0,1.0,116446.57920000001,53.495000000000005,262420.79188901006,120.5548532086256,5822328.960000001,2674.75,0.9995894909688013,0.00041050903119868636,2436.0,0.0,0.0,0.0,IBX-P,IBX-P
8,2024-09,6525571.44,,1853.0,,92411.8686,,208256.83248542473,,4620593.43,,,,,0.0,,,IBX-P,IBX-P
9,2024-10,5576555.989999999,1587.15,1913.0,2.0,77835.32440000001,20.3004,175407.53542364246,45.748420265003894,3891766.22,1015.02,0.9989556135770234,0.0010443864229765013,1915.0,-0.0018753962464173046,-0.03807129396076985,-0.08579641564450965,IBX-P,IBX-P
10,2024-11,8376202.77,,1953.0,,127393.41940000001,,287090.28835427377,,6369670.970000001,,,,,,,,IBX-P,IBX-P
11,2024-12,5963556.1,20560.0,1972.0,6.0,88249.276,295.09400000000005,198876.12887087555,665.0156809560923,4412463.8,14754.7,0.9969666329625885,0.003033367037411527,1978.0,0.0001135843680176718,0.03351806549580685,0.0755353858432394,IBX-P,IBX-P
0,2024-01,123031.34,448559.66000000003,90,190,5437.609800000001,16207.503200000001,5437.609800000001,16207.503200000001,38840.07,115767.88,0.32142857142857145,0.6785714285714286,280,0.0,0.0,0.0,ICHP-P,ICHP-P
1,2024-02,267001.78,202352.86000000002,108,82,18480.912800000002,7920.395,18480.912800000002,7920.395,132006.52,56574.25,0.5684210526315789,0.43157894736842106,190,0.0,0.0,0.0,ICHP-P,ICHP-P
2,2024-03,160946.28,166634.08,203,84,6643.3150000000005,7578.883200000001,6643.3150000000005,7578.883200000001,47452.25,54134.88,0.7073170731707317,0.2926829268292683,287,0.0,0.0,0.0,ICHP-P,ICHP-P
3,2024-04,192525.47,196348.22,246,96,11250.435000000001,11740.097600000001,11250.435000000001,11740.097600000001,80360.25,83857.84000000001,0.7192982456140351,0.2807017543859649,342,0.0,0.0,0.0,ICHP-P,ICHP-P
4,2024-05,171884.2,227428.62,139,173,7559.6346,13043.485,7559.6346,13043.485,53997.39,93167.75,0.44551282051282054,0.5544871794871795,312,0.0,0.0,0.0,ICHP-P,ICHP-P
5,2024-06,343607.1,89714.83,180,70,16804.8776,4137.756,16804.8776,4137.756,120034.84,29555.4,0.72,0.28,250,0.0,0.0,0.0,ICHP-P,ICHP-P
6,2024-07,499023.12,154869.44,140,69,12250.291200000001,7247.716,12250.291200000001,7247.716,87502.08,51769.4,0.6698564593301436,0.33014354066985646,209,0.0,0.0,0.0,ICHP-P,ICHP-P
7,2024-08,617098.28,281668.85,185,88,23736.133400000002,12842.580800000002,23736.133400000002,12842.580800000002,169543.81,91732.72,0.6776556776556777,0.32234432234432236,273,0.0,0.0,0.0,ICHP-P,ICHP-P
8,2024-09,227630.75,423697.73000000004,126,71,7714.970200000001,33159.628600000004,7714.970200000001,33159.628600000004,55106.93,236854.49000000002,0.6395939086294417,0.3604060913705584,197,0.0,0.0,0.0,ICHP-P,ICHP-P
9,2024-10,619039.34,80771.48999999999,243,109,26338.529000000002,3879.6730000000002,26338.529000000002,3879.6730000000002,188132.35,27711.95,0.6903409090909091,0.3096590909090909,352,-0.08266493031613131,-320.7128981943761,-320.7128981943761,ICHP-P,ICHP-P
10,2024-11,242703.03,158935.44,151,102,9917.639200000001,8324.0038,9917.639200000001,8324.0038,70840.28,59457.17,0.5968379446640316,0.4031620553359684,253,0.010838034110746131,90.21583712238042,90.21583712238042,ICHP-P,ICHP-P
11,2024-12,490336.64999999997,152300.85,173,119,15270.0436,6370.6174,15270.0436,6370.6174,109071.74,45504.41,0.5924657534246576,0.4075342465753425,292,0.015210225350120177,96.8985262733967,96.8985262733967,ICHP-P,ICHP-P
0,2024-01,9745763.85,3331227.29,5243,2187,750776.2574,244195.8194,1721152.3420719332,559818.1912944505,5775201.98,1878429.38,0.7056527590847914,0.29434724091520864,7430,0.0,0.0,0.0,IMA-P,IMA-P
1,2024-02,8226893.94,3272842.45,3849,2130,615205.1724,242468.05440000002,1410356.0320327033,555857.295159298,4732347.4799999995,1865138.88,0.6437531359759157,0.3562468640240843,5979,0.0,0.0,0.0,IMA-P,IMA-P
2,2024-03,9044404.54,2756525.15,4687,838,709854.1021,198703.72340000002,1627338.4224880314,455527.6962176396,5460416.17,1528490.18,0.8483257918552036,0.15167420814479637,5525,0.0,0.0,0.0,IMA-P,IMA-P
3,2024-04,10917353.91,3307894.19,7065,1510,782612.3994,253288.113,1794136.603129407,580662.2473899912,6020095.38,1948370.1,0.8239067055393586,0.1760932944606414,8575,0.0,0.0,0.0,IMA-P,IMA-P
4,2024-05,10531192.03,3458490.9499999997,5828,2158,770740.0909000001,255917.7647,1766919.37112564,586690.7161084379,5928769.93,1968598.19,0.7297771099423992,0.2702228900576008,7986,0.0,0.0,0.0,IMA-P,IMA-P
5,2024-06,7960074.35,1898017.13,4504,1407,609884.1853,149566.9188,1398157.6848966135,342881.7174914336,4691416.81,1150514.76,0.7619692099475555,0.2380307900524446,5911,0.0,0.0,0.0,IMA-P,IMA-P
6,2024-07,8176492.42,2029076.15,4911,1131,649370.2592,136588.2206,1488679.392132757,313128.09038375947,4995155.84,1050678.62,0.8128103277060575,0.1871896722939424,6042,0.0,0.0,0.0,IMA-P,IMA-P
7,2024-08,7877858.57,3338851.86,4870,986,601642.1372,306106.4227,1379262.8140866184,701748.0656326442,4628016.44,2354664.79,0.8316256830601093,0.16837431693989072,5856,0.0,0.0,0.0,IMA-P,IMA-P
8,2024-09,6935050.85,1513034.13,4335,921,487975.8403,126886.35310000001,1118683.1657615823,290886.5879314517,3753660.31,976048.8700000001,0.8247716894977168,0.1752283105022831,5256,0.0,0.0,0.0,IMA-P,IMA-P
9,2024-10,7971693.33,2192092.94,4773,858,582625.1327000001,198342.0699,1335666.3877055843,454698.60664213926,4481731.79,1525708.23,0.8476291955247736,0.1523708044752264,5631,-0.07178559412376162,-14238.103327508157,-32640.80962505255,IMA-P,IMA-P
10,2024-11,8054971.33,1899045.72,4261,810,600093.7748,157356.667,1375713.1978795675,360739.6921229322,4616105.96,1210435.9,0.84026819167817,0.15973180832183,5071,-0.06442459027715808,-10137.638798854201,-23240.506861728056,IMA-P,IMA-P
11,2024-12,9126787.11,2776385.0100000002,4255,1093,718667.6536000001,217882.1853,1647543.4631465224,499494.26320902986,5528212.720000001,1676016.81,0.7956245325355273,0.2043754674644727,5348,-0.0197809311345154,-4309.912502857024,-9880.461622623328,IMA-P,IMA-P
0,2024-01,531020.5599999999,21570.53,230,15,9480.646,310.63460000000003,12692.774682342253,415.8804143029402,474032.30000000005,15531.73,0.9387755102040817,0.061224489795918366,245,0.0,0.0,0.0,IQAX-P,IQAX-P
1,2024-02,574113.72,6489.76,261,12,9903.339399999999,54.8068,13258.680432426494,73.37583994383878,495166.97,2740.34,0.9560439560439561,0.04395604395604396,273,0.0,0.0,0.0,IQAX-P,IQAX-P
2,2024-03,530343.36,19073.88,317,15,8994.064999999999,280.2562,12041.335635075982,375.20953740171785,449703.25,14012.81,0.9548192771084337,0.045180722891566265,332,0.0,0.0,0.0,IQAX-P,IQAX-P
3,2024-04,572589.28,69747.0,235,9,10185.6546,1294.6086,13636.646577666006,1733.2337123042619,509282.73,64730.42999999999,0.9631147540983607,0.036885245901639344,244,0.0,0.0,0.0,IQAX-P,IQAX-P
4,2024-05,452128.57,21814.07,254,12,7606.0896,343.46860000000004,10183.101605787908,459.83887071192595,380304.48,17173.43,0.9548872180451128,0.045112781954887216,266,0.0,0.0,0.0,IQAX-P,IQAX-P
5,2024-06,388573.3,136525.88,243,7,6027.4012,2634.6528,8069.539285791213,3527.2970171655097,301370.06,131732.64,0.972,0.028,250,0.0,0.0,0.0,IQAX-P,IQAX-P
6,2024-07,853666.86,21311.260000000002,312,8,15232.588,289.5672,20393.52669775355,387.6751884836472,761629.4,14478.36,0.975,0.025,320,0.0,0.0,0.0,IQAX-P,IQAX-P
7,2024-08,475347.07,78874.95,348,9,7725.4198,1413.3609999999999,10342.861957708952,1892.220500355137,386270.99,70668.04999999999,0.9747899159663865,0.025210084033613446,357,0.0,0.0,0.0,IQAX-P,IQAX-P
8,2024-09,673134.86,3635.56,231,7,12337.8328,19.648600000000002,16518.002233055828,26.30572353650479,616891.64,982.4300000000001,0.9705882352941176,0.029411764705882353,238,0.0,0.0,0.0,IQAX-P,IQAX-P
9,2024-10,848856.71,27007.16,224,15,15659.6986,460.2566,20965.3462351817,616.1957022613148,782984.9299999999,23012.829999999998,0.9372384937238494,0.06276150627615062,239,0.024985824805089374,11.499890772986097,15.396157862350224,IQAX-P,IQAX-P
10,2024-11,421507.23,2529.52,260,6,7059.613,34.7318,9451.473787074661,46.499248227618104,352980.65,1736.5900000000001,0.9774436090225563,0.022556390977443608,266,-0.015219290493617588,-0.5285933535662273,-0.7076855665109527,IQAX-P,IQAX-P
11,2024-12,189556.3,367411.09,114,99,3223.2524,6646.336,4315.319489570532,8898.174798546415,161162.62,332316.8,0.5352112676056338,0.4647887323943662,213,0.427013050923305,2838.072212821395,3799.6367683761696,IQAX-P,IQAX-P
0,2024-01,253037.97,405.0,73.0,1.0,597.3732,21.0516,645.267416939635,22.739405708937767,4978.110000000001,175.43,0.9864864864864865,0.013513513513513514,74.0,0.0,0.0,0.0,ITE-P,ITE-P
1,2024-02,279859.75,847.0,104.0,1.0,1394.1635999999999,41.7828,1505.940248011231,45.13272344408049,11618.03,348.19,0.9904761904761905,0.009523809523809525,105.0,0.0,0.0,0.0,ITE-P,ITE-P
2,2024-03,503814.1,,126.0,,6630.343199999999,,7161.928975198878,,55252.86,,,,,0.0,,,ITE-P,ITE-P
3,2024-04,558919.0599999999,11377.48,165.0,10.0,1114.1868,38.1744,1203.5163921385122,41.23502105755733,9284.89,318.12,0.9428571428571428,0.05714285714285714,175.0,0.0,0.0,0.0,ITE-P,ITE-P
